Timestep,Marker ID,Position (x),Position (y),Position (z)
133,4,12.670411924629834,8.346419023925726,52.45453765252165
133,3,-14.107774713402756,-10.511420984508508,38.22313131337092
134,4,12.670411924629834,8.346419023925726,52.45453765252165
134,3,-14.107774713402756,-10.511420984508508,38.22313131337092
135,4,12.670411924629834,8.346419023925726,52.45453765252165
135,3,-14.274186552164625,-10.626442913871198,38.74982106184454
136,4,12.670411924629834,8.346419023925726,52.45453765252165
136,3,-14.274186552164625,-10.626442913871198,38.74982106184454
137,4,12.670411924629834,8.346419023925726,52.45453765252165
137,3,-14.107774713402756,-10.511420984508508,38.22313131337092
138,4,12.670411924629834,8.346419023925726,52.45453765252165
138,3,-14.250612934556745,-10.587620980159933,38.614675269840276
139,4,12.670411924629834,8.346419023925726,52.45453765252165
139,3,-14.107774713402756,-10.511420984508508,38.22313131337092
140,4,12.565793921160406,8.264386265085122,51.87654800531174
140,3,-14.107774713402756,-10.511420984508508,38.22313131337092
141,4,12.670411924629834,8.346419023925726,52.45453765252165
141,3,-14.107774713402756,-10.511420984508508,38.22313131337092
142,4,12.565793921160406,8.264386265085122,51.87654800531174
142,3,-14.274186552164625,-10.626442913871198,38.74982106184454
143,4,12.565793921160406,8.264386265085122,51.87654800531174
143,3,-14.274186552164625,-10.626442913871198,38.74982106184454
144,4,12.670411924629834,8.346419023925726,52.45453765252165
144,3,-14.107774713402756,-10.511420984508508,38.22313131337092
145,4,12.670411924629834,8.346419023925726,52.45453765252165
145,3,-14.274186552164625,-10.626442913871198,38.74982106184454
146,4,12.670411924629834,8.346419023925726,52.45453765252165
146,3,-14.274186552164625,-10.626442913871198,38.74982106184454
147,4,12.565793921160406,8.264386265085122,51.87654800531174
147,3,-14.206243764128534,-10.572610938266342,38.4498567579786
148,4,12.670411924629834,8.346419023925726,52.45453765252165
148,3,-14.274186552164625,-10.626442913871198,38.74982106184454
149,4,12.670411924629834,8.346419023925726,52.45453765252165
149,3,-14.206243764128534,-10.572610938266342,38.4498567579786
150,4,12.670411924629834,8.346419023925726,52.45453765252165
150,3,-14.274186552164625,-10.626442913871198,38.74982106184454
151,4,12.670411924629834,8.346419023925726,52.45453765252165
151,3,-14.107774713402756,-10.511420984508508,38.22313131337092
152,4,12.670411924629834,8.346419023925726,52.45453765252165
152,3,-14.107774713402756,-10.511420984508508,38.22313131337092
153,17,16.9334213095546,7.731457924931777,18.195642008550447
153,4,12.670411924629834,8.346419023925726,52.45453765252165
153,3,-14.107774713402756,-10.511420984508508,38.22313131337092
154,4,12.670411924629834,8.346419023925726,52.45453765252165
154,3,-14.250612934556745,-10.587620980159933,38.614675269840276
155,4,12.670411924629834,8.346419023925726,52.45453765252165
155,3,-14.274186552164625,-10.626442913871198,38.74982106184454
156,4,12.670411924629834,8.346419023925726,52.45453765252165
156,3,-14.107774713402756,-10.511420984508508,38.22313131337092
157,4,12.670411924629834,8.346419023925726,52.45453765252165
157,3,-14.274186552164625,-10.626442913871198,38.74982106184454
158,4,12.565793921160406,8.264386265085122,51.87654800531174
158,3,-14.107774713402756,-10.511420984508508,38.22313131337092
159,4,12.565793921160406,8.264386265085122,51.87654800531174
159,3,-14.206243764128534,-10.572610938266342,38.4498567579786
160,4,12.670411924629834,8.346419023925726,52.45453765252165
160,3,-14.206243764128534,-10.572610938266342,38.4498567579786
161,4,12.670411924629834,8.346419023925726,52.45453765252165
161,3,-14.274186552164625,-10.626442913871198,38.74982106184454
162,4,12.565793921160406,8.264386265085122,51.87654800531174
162,3,-14.107774713402756,-10.511420984508508,38.22313131337092
163,4,12.565793921160406,8.264386265085122,51.87654800531174
163,3,-14.206243764128534,-10.572610938266342,38.4498567579786
164,4,12.565793921160406,8.264386265085122,51.87654800531174
164,3,-14.107774713402756,-10.511420984508508,38.22313131337092
165,4,12.565793921160406,8.264386265085122,51.87654800531174
165,3,-14.107774713402756,-10.511420984508508,38.22313131337092
166,4,12.670411924629834,8.346419023925726,52.45453765252165
166,3,-14.107774713402756,-10.511420984508508,38.22313131337092
167,4,12.670411924629834,8.346419023925726,52.45453765252165
167,3,-14.107774713402756,-10.511420984508508,38.22313131337092
168,4,12.670411924629834,8.346419023925726,52.45453765252165
168,3,-14.107774713402756,-10.511420984508508,38.22313131337092
169,4,12.670411924629834,8.346419023925726,52.45453765252165
169,3,-14.107774713402756,-10.511420984508508,38.22313131337092
170,4,12.670411924629834,8.346419023925726,52.45453765252165
170,3,-14.250612934556745,-10.587620980159933,38.614675269840276
171,4,12.670411924629834,8.346419023925726,52.45453765252165
171,3,-14.107774713402756,-10.511420984508508,38.22313131337092
172,4,12.670411924629834,8.346419023925726,52.45453765252165
172,3,-14.250612934556745,-10.587620980159933,38.614675269840276
173,4,12.670411924629834,8.346419023925726,52.45453765252165
173,3,-14.107774713402756,-10.511420984508508,38.22313131337092
174,4,12.670411924629834,8.346419023925726,52.45453765252165
174,3,-14.107774713402756,-10.511420984508508,38.22313131337092
175,4,12.565793921160406,8.264386265085122,51.87654800531174
175,3,-14.206243764128534,-10.572610938266342,38.4498567579786
176,4,12.670411924629834,8.346419023925726,52.45453765252165
176,3,-14.047833524738964,-10.450487866758928,38.05991412111097
177,42,41.73863324521079,16.022954873889713,43.5615265456492
177,4,12.565793921160406,8.264386265085122,51.87654800531174
177,3,-14.107774713402756,-10.511420984508508,38.22313131337092
178,4,12.670411924629834,8.346419023925726,52.45453765252165
178,3,-14.274186552164625,-10.626442913871198,38.74982106184454
179,4,12.670411924629834,8.346419023925726,52.45453765252165
179,3,-14.047833524738964,-10.450487866758928,38.05991412111097
180,4,12.565793921160406,8.264386265085122,51.87654800531174
180,3,-14.274186552164625,-10.626442913871198,38.74982106184454
181,4,12.565793921160406,8.264386265085122,51.87654800531174
181,3,-14.107774713402756,-10.511420984508508,38.22313131337092
182,4,12.670411924629834,8.346419023925726,52.45453765252165
182,3,-14.274186552164625,-10.626442913871198,38.74982106184454
183,4,12.670411924629834,8.346419023925726,52.45453765252165
183,3,-14.206243764128534,-10.572610938266342,38.4498567579786
184,4,12.670411924629834,8.346419023925726,52.45453765252165
184,3,-14.107774713402756,-10.511420984508508,38.22313131337092
185,3,-14.107774713402756,-10.511420984508508,38.22313131337092
185,4,12.670411924629834,8.346419023925726,52.45453765252165
186,4,12.670411924629834,8.346419023925726,52.45453765252165
186,3,-14.107774713402756,-10.511420984508508,38.22313131337092
187,4,12.565793921160406,8.264386265085122,51.87654800531174
187,3,-14.107774713402756,-10.511420984508508,38.22313131337092
188,4,12.670411924629834,8.346419023925726,52.45453765252165
188,3,-14.107774713402756,-10.511420984508508,38.22313131337092
189,4,12.565793921160406,8.264386265085122,51.87654800531174
189,3,-14.107774713402756,-10.511420984508508,38.22313131337092
190,4,12.670411924629834,8.346419023925726,52.45453765252165
190,3,-14.107774713402756,-10.511420984508508,38.22313131337092
191,4,12.670411924629834,8.346419023925726,52.45453765252165
191,3,-14.274186552164625,-10.626442913871198,38.74982106184454
192,4,12.670411924629834,8.346419023925726,52.45453765252165
192,3,-14.107774713402756,-10.511420984508508,38.22313131337092
193,4,12.670411924629834,8.346419023925726,52.45453765252165
193,3,-14.107774713402756,-10.511420984508508,38.22313131337092
194,4,12.565793921160406,8.264386265085122,51.87654800531174
194,3,-14.206243764128534,-10.572610938266342,38.4498567579786
195,17,397.40185243569545,177.79399516055824,424.563885957515
195,4,12.670411924629834,8.346419023925726,52.45453765252165
195,3,-14.107774713402756,-10.511420984508508,38.22313131337092
196,4,12.670411924629834,8.346419023925726,52.45453765252165
196,3,-14.107774713402756,-10.511420984508508,38.22313131337092
197,4,12.670411924629834,8.346419023925726,52.45453765252165
197,3,-14.107774713402756,-10.511420984508508,38.22313131337092
198,4,12.565793921160406,8.264386265085122,51.87654800531174
198,3,-14.107774713402756,-10.511420984508508,38.22313131337092
199,4,12.670411924629834,8.346419023925726,52.45453765252165
199,3,-14.206243764128534,-10.572610938266342,38.4498567579786
200,4,12.670411924629834,8.346419023925726,52.45453765252165
200,3,-14.107774713402756,-10.511420984508508,38.22313131337092
201,4,12.670411924629834,8.346419023925726,52.45453765252165
201,3,-14.206243764128534,-10.572610938266342,38.4498567579786
202,4,12.670411924629834,8.346419023925726,52.45453765252165
202,3,-14.107774713402756,-10.511420984508508,38.22313131337092
203,4,12.670411924629834,8.346419023925726,52.45453765252165
203,3,-14.274186552164625,-10.626442913871198,38.74982106184454
204,4,12.565793921160406,8.264386265085122,51.87654800531174
204,3,-14.107774713402756,-10.511420984508508,38.22313131337092
205,4,12.670411924629834,8.346419023925726,52.45453765252165
205,3,-14.111091285847388,-10.533327511846085,38.30862441375767
206,4,12.565793921160406,8.264386265085122,51.87654800531174
206,3,-14.107774713402756,-10.511420984508508,38.22313131337092
207,4,12.670411924629834,8.346419023925726,52.45453765252165
207,3,-14.107774713402756,-10.511420984508508,38.22313131337092
208,4,12.670411924629834,8.346419023925726,52.45453765252165
208,3,-14.047833524738964,-10.450487866758928,38.05991412111097
209,4,12.670411924629834,8.346419023925726,52.45453765252165
209,3,-14.107774713402756,-10.511420984508508,38.22313131337092
210,4,12.670411924629834,8.346419023925726,52.45453765252165
210,3,-14.274186552164625,-10.626442913871198,38.74982106184454
211,4,12.670411924629834,8.346419023925726,52.45453765252165
211,3,-14.325626475880826,-10.647055826043589,38.819452730620895
212,4,12.670411924629834,8.346419023925726,52.45453765252165
212,3,-14.274186552164625,-10.626442913871198,38.74982106184454
213,3,-14.274186552164625,-10.626442913871198,38.74982106184454
213,4,12.565793921160406,8.264386265085122,51.87654800531174
214,4,12.670411924629834,8.346419023925726,52.45453765252165
214,3,-14.274186552164625,-10.626442913871198,38.74982106184454
215,4,12.670411924629834,8.346419023925726,52.45453765252165
215,3,-14.274186552164625,-10.626442913871198,38.74982106184454
216,42,41.73863324521079,16.022954873889713,43.5615265456492
216,4,12.670411924629834,8.346419023925726,52.45453765252165
216,3,-14.274186552164625,-10.626442913871198,38.74982106184454
217,4,12.670411924629834,8.346419023925726,52.45453765252165
217,3,-14.111091285847388,-10.533327511846085,38.30862441375767
218,4,12.565793921160406,8.264386265085122,51.87654800531174
218,3,-14.274186552164625,-10.626442913871198,38.74982106184454
219,4,12.670411924629834,8.346419023925726,52.45453765252165
219,3,-14.107774713402756,-10.511420984508508,38.22313131337092
220,4,12.670411924629834,8.346419023925726,52.45453765252165
220,3,-14.274186552164625,-10.626442913871198,38.74982106184454
221,4,12.670411924629834,8.346419023925726,52.45453765252165
221,3,-14.274186552164625,-10.626442913871198,38.74982106184454
222,4,12.670411924629834,8.346419023925726,52.45453765252165
222,3,-14.274186552164625,-10.626442913871198,38.74982106184454
223,4,12.670411924629834,8.346419023925726,52.45453765252165
223,3,-14.274186552164625,-10.626442913871198,38.74982106184454
224,4,12.670411924629834,8.346419023925726,52.45453765252165
224,3,-14.274186552164625,-10.626442913871198,38.74982106184454
225,4,12.565793921160406,8.264386265085122,51.87654800531174
225,3,-14.274186552164625,-10.626442913871198,38.74982106184454
226,4,12.565793921160406,8.264386265085122,51.87654800531174
226,3,-14.274186552164625,-10.626442913871198,38.74982106184454
227,4,12.565793921160406,8.264386265085122,51.87654800531174
227,3,-14.274186552164625,-10.626442913871198,38.74982106184454
228,3,-14.274186552164625,-10.626442913871198,38.74982106184454
228,4,12.565793921160406,8.264386265085122,51.87654800531174
229,4,12.670411924629834,8.346419023925726,52.45453765252165
229,3,-14.274186552164625,-10.626442913871198,38.74982106184454
230,4,12.670411924629834,8.346419023925726,52.45453765252165
230,3,-14.274186552164625,-10.626442913871198,38.74982106184454
231,4,12.670411924629834,8.346419023925726,52.45453765252165
231,3,-14.206243764128534,-10.572610938266342,38.4498567579786
232,4,12.565793921160406,8.264386265085122,51.87654800531174
232,3,-14.274186552164625,-10.626442913871198,38.74982106184454
233,4,12.670411924629834,8.346419023925726,52.45453765252165
233,3,-14.274186552164625,-10.626442913871198,38.74982106184454
234,4,12.670411924629834,8.346419023925726,52.45453765252165
234,3,-14.274186552164625,-10.626442913871198,38.74982106184454
235,4,12.670411924629834,8.346419023925726,52.45453765252165
235,3,-14.250612934556745,-10.587620980159933,38.614675269840276
236,4,12.670411924629834,8.346419023925726,52.45453765252165
236,3,-14.274186552164625,-10.626442913871198,38.74982106184454
237,4,12.670411924629834,8.346419023925726,52.45453765252165
237,3,-14.274186552164625,-10.626442913871198,38.74982106184454
238,4,12.565793921160406,8.264386265085122,51.87654800531174
238,3,-14.131224905061393,-10.515930949528858,38.287463792802924
239,4,12.565793921160406,8.264386265085122,51.87654800531174
239,3,-14.274186552164625,-10.626442913871198,38.74982106184454
240,4,12.565793921160406,8.264386265085122,51.87654800531174
240,3,-14.274186552164625,-10.626442913871198,38.74982106184454
241,4,12.670411924629834,8.346419023925726,52.45453765252165
241,3,-14.274186552164625,-10.626442913871198,38.74982106184454
242,4,12.670411924629834,8.346419023925726,52.45453765252165
