Timestamp,Mode,Plotter X,Plotter Y
2023-05-25 00:35:49, 
2023-05-25 00:35:55, 
2023-05-25 00:35:55,2 200 200
2023-05-25 00:36:13,2 100 50
2023-05-25 00:36:23, 
2023-05-25 00:36:35,2 130 80
2023-05-25 00:36:55,2 180 160
2023-05-25 00:37:03,2 100 100
2023-05-25 00:37:18,2 200 50
2023-05-25 00:37:31,2 100 100
2023-05-25 00:37:50,2 200 200
